Identifier,Crime Type,Date/Time,Address,Agency
130010141,Theft,10/8/13 0:00,3300 Block MONROE ST,Santa Clara City Police Department
130010135,Theft,10/8/13 0:00,3500 Block EL CAMINO REAL,Santa Clara City Police Department
131008220,Theft,10/8/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130010140,Theft,10/8/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
131008206,Theft,10/8/13 0:00,3500 Block EL CAMINO REAL,Santa Clara City Police Department
131008237,Theft,10/8/13 0:00,3300 Block MONROE ST,Santa Clara City Police Department
13-05700,Theft,10/8/13 6:20,700 Block CONTINENTAL CIR,Mountain View Police Department
130007981,Robbery,10/8/13 8:11,600 Block E EVELYN AV,Sunnyvale Department of Public Safety
13-05703,Assault,10/8/13 12:53,2500 Block GRANT RD,Mountain View Police Department
138000656,Theft,10/8/13 16:31,100 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130007996,Theft,10/8/13 17:55,800 Block HENDERSON AV,Sunnyvale Department of Public Safety
130008001,Theft,10/8/13 21:37,900 Block BIDWELL AV,Sunnyvale Department of Public Safety
138000670,Theft,10/8/13 22:05,800 Block SUTTER AVE,Sunnyvale Department of Public Safety
130008004,Theft from Vehicle,10/8/13 22:51,400 Block FIRLOCH AV,Sunnyvale Department of Public Safety
131009142,Other Sexual Offense,10/9/13 0:00,3200 Block MONROE ST,Santa Clara City Police Department
131009191,Assault,10/9/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130008006,Assault,10/9/13 7:52,1100 Block AYALA DR,Sunnyvale Department of Public Safety
130008012,Assault with Deadly Weapon,10/9/13 8:42,600 Block GRAND FIR AV,Sunnyvale Department of Public Safety
138000667,Theft,10/9/13 11:38,1200 Block LAKESIDE DR,Sunnyvale Department of Public Safety
130008017,Assault,10/9/13 11:55,1200 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
13-05884,Theft,10/9/13 12:01,900 Block HIGH SCHOOL WAY,Mountain View Police Department
138000673,Theft,10/9/13 12:31,1000 Block CORNFLOWER CT,Sunnyvale Department of Public Safety
138000672,Theft from Vehicle,10/9/13 12:41,1200 Block LAKESIDE DRIVE,Sunnyvale Department of Public Safety
130008018,Assault,10/9/13 13:23,1200 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
130008026,Breaking & Entering,10/9/13 14:42,800 Block RUSSET DR,Sunnyvale Department of Public Safety
13-05737,Theft,10/9/13 19:03,700 Block E EL CAMINO REAL,Mountain View Police Department
131010156,Breaking & Entering,10/10/13 0:00,2600 Block AGATE CT,Santa Clara City Police Department
130010231,Theft,10/10/13 0:00,3400 Block GRANADA AV,Santa Clara City Police Department
130010220,Assault,10/10/13 0:00,500 Block EL CAMINO REAL,Santa Clara City Police Department
130010215,Assault,10/10/13 0:00,3500 Block GRANADA AV,Santa Clara City Police Department
131010237,Theft,10/10/13 0:00,3400 Block GRANADA AV,Santa Clara City Police Department
13-05742,Theft,10/10/13 6:57,1000 Block HIGH SCHOOL WAY,Mountain View Police Department
130008040,Theft,10/10/13 8:19,600 Block KIFER RD,Sunnyvale Department of Public Safety
130008053,Theft,10/10/13 13:26,1000 Block E ARQUES AV,Sunnyvale Department of Public Safety
138000674,Theft from Vehicle,10/10/13 16:43,300 Block POTRERO AVE,Sunnyvale Department of Public Safety
130008063,Theft from Vehicle,10/10/13 20:43,500 Block E REMINGTON DR,Sunnyvale Department of Public Safety
130008066,Robbery,10/10/13 22:44,400 Block LAKESIDE DR,Sunnyvale Department of Public Safety
130008067,Theft from Vehicle,10/10/13 22:45,100 Block S MURPHY AV,Sunnyvale Department of Public Safety
130008069,Theft from Vehicle,10/10/13 22:51,200 Block W WASHINGTON AV,Sunnyvale Department of Public Safety
130008070,Theft from Vehicle,10/10/13 22:52,200 Block W WASHINGTON AV,Sunnyvale Department of Public Safety
138000676,Theft,10/10/13 23:52,1000 Block E ARQUES,Sunnyvale Department of Public Safety
13-05806,Theft from Vehicle,10/11/13 4:27,1500 Block W EL CAMINO REAL,Mountain View Police Department
130008076,Theft,10/11/13 5:35,700 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
138000677,Theft from Vehicle,10/11/13 11:21,1100 Block REMINGTON DR,Sunnyvale Department of Public Safety
130008086,Breaking & Entering,10/11/13 11:50,1300 Block THUNDERBIRD AV,Sunnyvale Department of Public Safety
130008089,Assault,10/11/13 13:23,1000 Block MANGO AV,Sunnyvale Department of Public Safety
13-05759,Theft,10/11/13 13:38,700 Block E EL CAMINO REAL,Mountain View Police Department
130008091,Theft,10/11/13 15:03,900 Block W EVELYN TE,Sunnyvale Department of Public Safety
138000682,Theft,10/11/13 15:53,200 Block RED OAK DR,Sunnyvale Department of Public Safety
13-05771,Theft of Vehicle,10/12/13 7:51,800 Block ALICE AV,Mountain View Police Department
130008110,Assault,10/12/13 21:40,1 Block UNKNOWN ST,Sunnyvale Department of Public Safety
13-05957,Theft,10/12/13 22:02,1 Block MERCY ST,Mountain View Police Department
131013-0560,Theft from Vehicle,10/13/13 5:24,1300 Block CONCORD AV,Los Altos Police Department
130008118,Theft,10/13/13 9:07,500 Block KIRK AV,Sunnyvale Department of Public Safety
130008124,Theft,10/13/13 14:47,500 Block N BRITTON AV,Sunnyvale Department of Public Safety
130003880,Theft,10/13/13 16:42,1200 Block E ARQUES AV,Sunnyvale Department of Public Safety
130008126,Theft,10/13/13 16:45,1000 Block E ARQUES AV,Sunnyvale Department of Public Safety
130008127,Theft,10/13/13 17:51,S MARY AV & W WASHINGTON AV,Sunnyvale Department of Public Safety
131105-0193,Theft,10/13/13 19:30,1300 Block ENSENADA WAY,Los Altos Police Department
130008129,Theft,10/13/13 21:48,600 Block OLD SAN FRANCISCO RD,Sunnyvale Department of Public Safety
130008130,Robbery,10/13/13 22:38,600 Block E EVELYN AV,Sunnyvale Department of Public Safety
130008138,Assault,10/14/13 8:05,700 Block HAVERHILL DR,Sunnyvale Department of Public Safety
131014-0593,Theft,10/14/13 9:01,1100 Block RICHARDSON AV,Los Altos Police Department
130008142,Theft from Vehicle,10/14/13 9:38,1300 Block CORDILLERAS AV,Sunnyvale Department of Public Safety
130008144,Assault,10/14/13 11:07,700 Block ALL AMERICA WY,Sunnyvale Department of Public Safety
130008154,Theft,10/14/13 16:10,700 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
130008157,Breaking & Entering,10/14/13 18:56,200 Block FLORENCE ST,Sunnyvale Department of Public Safety
130008156,Theft,10/14/13 19:59,600 Block W WASHINGTON AV,Sunnyvale Department of Public Safety
130008159,Theft,10/14/13 22:44,700 Block S FAIR OAKS AV,Sunnyvale Department of Public Safety
130008169,Breaking & Entering,10/15/13 12:37,300 Block N WOLFE RD,Sunnyvale Department of Public Safety
13-05851,Breaking & Entering,10/15/13 13:38,200 Block CHURCH ST,Mountain View Police Department
130008174,Breaking & Entering,10/15/13 13:42,1300 Block LA BELLA AV,Sunnyvale Department of Public Safety
130008177,Theft,10/15/13 14:33,1200 Block AYALA DR,Sunnyvale Department of Public Safety
130008184,Breaking & Entering,10/15/13 19:56,1000 Block REED TE,Sunnyvale Department of Public Safety
130008190,Theft from Vehicle,10/15/13 23:54,100 Block W OLIVE AV,Sunnyvale Department of Public Safety
131016191,Theft,10/16/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
131016111,Assault,10/16/13 0:00,3200 Block MONROE ST,Santa Clara City Police Department
13-05869,Breaking & Entering,10/16/13 10:22,300 Block W EL CAMINO REAL,Mountain View Police Department
131016-0713,Assault,10/16/13 15:50,800 Block FREMONT AV,Los Altos Police Department
130008219,Assault,10/16/13 21:02,1100 Block AYALA DR,Sunnyvale Department of Public Safety
13-05886,Theft,10/17/13 7:39,1200 Block DALE AV,Mountain View Police Department
130008235,Theft,10/17/13 13:38,1000 Block MANGO AV,Sunnyvale Department of Public Safety
130008237,Assault,10/17/13 14:27,1000 Block MANGO AV,Sunnyvale Department of Public Safety
130008245,Theft,10/17/13 14:32,1000 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
130008239,Theft,10/17/13 15:02,600 Block S BERNARDO AV,Sunnyvale Department of Public Safety
130008243,Theft,10/17/13 16:23,1300 Block S MARY AV,Sunnyvale Department of Public Safety
130008248,Theft,10/17/13 20:14,200 Block W WASHINGTON AV,Sunnyvale Department of Public Safety
130008246,Theft from Vehicle,10/17/13 20:25,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008250,Theft from Vehicle,10/17/13 20:59,1200 Block OAKMEAD PK,Sunnyvale Department of Public Safety
130008251,Theft,10/17/13 21:37,100 Block E FREMONT AV,Sunnyvale Department of Public Safety
131018214,Theft,10/18/13 0:00,2300 Block STANFORD PL,Santa Clara City Police Department
130008257,Theft,10/18/13 8:14,900 Block ROSA CT,Sunnyvale Department of Public Safety
130008256,Assault,10/18/13 8:17,1200 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
130008260,Theft,10/18/13 8:57,900 Block QUERCUS CT,Sunnyvale Department of Public Safety
138000691,Theft,10/18/13 11:04,900 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008266,Assault,10/18/13 11:29,1000 Block MANGO AV,Sunnyvale Department of Public Safety
130008273,Breaking & Entering,10/18/13 15:12,1000 Block SUMAC DR,Sunnyvale Department of Public Safety
130008276,Breaking & Entering,10/18/13 15:46,500 Block ARRAN CT,Sunnyvale Department of Public Safety
138000693,Theft,10/18/13 17:02,200 Block S BAYVIEW AVE,Sunnyvale Department of Public Safety
131019-0855,Theft,10/18/13 17:20,1400 Block RANCHITA DR,Los Altos Police Department
13-05926,Breaking & Entering,10/18/13 17:28,100 Block E EL CAMINO REAL,Mountain View Police Department
138000725,Theft,10/18/13 20:47,900 Block SARA AVE,Sunnyvale Department of Public Safety
138000726,Theft,10/18/13 21:27,900 Block SARA AVE,Sunnyvale Department of Public Safety
130008281,Theft,10/18/13 21:31,100 Block E FREMONT AV,Sunnyvale Department of Public Safety
130010536,Theft,10/19/13 0:00,FORDHAM DR & ST MARYS PL,Santa Clara City Police Department
131019016,Vehicle Recovery,10/19/13 0:00,3000 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
130010532,Vehicle Recovery,10/19/13 0:00,3000 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
130010537,Assault,10/19/13 0:00,3300 Block SNIVELY AV,Santa Clara City Police Department
131019021,Theft,10/19/13 0:00,FORDHAM DR & ST MARYS PL,Santa Clara City Police Department
130008288,Assault,10/19/13 3:03,300 Block N MATHILDA AV,Sunnyvale Department of Public Safety
138000697,Theft,10/19/13 10:34,100 Block S MURPHY AVE,Sunnyvale Department of Public Safety
130008294,Breaking & Entering,10/19/13 11:14,1000 Block REED AV,Sunnyvale Department of Public Safety
130008293,Breaking & Entering,10/19/13 11:14,1000 Block REED AV,Sunnyvale Department of Public Safety
131020009,Assault,10/20/13 0:00,3500 Block GRANADA AV,Santa Clara City Police Department
13-05948,Breaking & Entering,10/20/13 8:50,1800 Block WALNUT DR,Mountain View Police Department
130008311,Other Sexual Offense,10/20/13 13:58,S MARY AV & W FREMONT AV,Sunnyvale Department of Public Safety
130008316,Assault,10/20/13 15:14,1000 Block W FREMONT AV,Sunnyvale Department of Public Safety
13-06021,Theft,10/20/13 21:30,2500 Block GRANT RD,Mountain View Police Department
130008323,Breaking & Entering,10/20/13 22:11,500 Block E WASHINGTON AV,Sunnyvale Department of Public Safety
130010638,Theft,10/21/13 0:00,2000 Block HALFORD AV,Santa Clara City Police Department
130010629,Theft,10/21/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130050752,Theft,10/21/13 0:00,3100 Block WARBURTON AVE,Santa Clara City Police Department
130050753,Theft,10/21/13 0:00,3700 Block TERSTENA PL,Santa Clara City Police Department
131021226,Theft,10/21/13 0:00,2000 Block HALFORD AV,Santa Clara City Police Department
130010635,Theft,10/21/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
131021222,Theft,10/21/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130008328,Theft,10/21/13 8:22,800 Block MARIA LN,Sunnyvale Department of Public Safety
130008330,Theft from Vehicle,10/21/13 9:14,1200 Block LAKESIDE DR,Sunnyvale Department of Public Safety
138000711,Theft,10/21/13 12:29,700 Block LEWISTON CT,Sunnyvale Department of Public Safety
130008335,Theft,10/21/13 13:03,1200 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
130008337,Theft from Vehicle,10/21/13 13:42,1200 Block LAKESIDE DR,Sunnyvale Department of Public Safety
130008339,Assault,10/21/13 16:02,MARIA LN & E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008343,Theft,10/21/13 18:38,100 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008344,Breaking & Entering,10/21/13 19:49,900 Block AZALEA DR,Sunnyvale Department of Public Safety
130008347,Theft from Vehicle,10/21/13 21:33,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008349,Theft from Vehicle,10/21/13 21:33,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008348,Theft from Vehicle,10/21/13 21:33,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008346,Theft from Vehicle,10/21/13 21:33,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130010660,Theft,10/22/13 0:00,HALFORD AV & MIRAMAR WAY,Santa Clara City Police Department
130008359,Theft from Vehicle,10/22/13 10:43,1200 Block LAKESIDE DR,Sunnyvale Department of Public Safety
131022-0962,Theft,10/22/13 10:51,1100 Block RICHARDSON AV,Los Altos Police Department
130008366,Theft from Vehicle,10/22/13 14:54,1100 Block HOLLENBECK AV,Sunnyvale Department of Public Safety
130008369,Theft from Vehicle,10/22/13 16:52,900 Block IRIS AV,Sunnyvale Department of Public Safety
138000696,Theft,10/22/13 18:53,1200 Block HENDERSON AV,Sunnyvale Department of Public Safety
130008375,Theft,10/22/13 21:31,200 Block W WASHINGTON AV,Sunnyvale Department of Public Safety
130008380,Theft,10/23/13 1:12,1000 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
13-06000,Theft of Vehicle,10/23/13 3:24,600 Block RAINBOW DR,Mountain View Police Department
130008385,Theft,10/23/13 8:14,500 Block E REMINGTON DR,Sunnyvale Department of Public Safety
130008390,Assault,10/23/13 9:55,1000 Block MANGO AV,Sunnyvale Department of Public Safety
130008395,Theft,10/23/13 14:52,800 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008407,Theft from Vehicle,10/23/13 21:12,500 Block LAWRENCE EX,Sunnyvale Department of Public Safety
130010716,Theft,10/24/13 0:00,EL CAMINO REAL & LAWRENCE EXPY,Santa Clara City Police Department
130010742,Breaking & Entering,10/24/13 0:00,3400 Block GRANADA AV,Santa Clara City Police Department
131024151,Breaking & Entering,10/24/13 0:00,3400 Block GRANADA AV,Santa Clara City Police Department
130010722,Theft,10/24/13 0:00,3400 Block FLORA VISTA AV,Santa Clara City Police Department
13-06018,Theft,10/24/13 7:53,400 Block YOSEMITE AV,Mountain View Police Department
13-06019,Theft,10/24/13 7:54,1800 Block FORDHAM WAY,Mountain View Police Department
138000700,Theft,10/24/13 12:18,800 Block CUMBERLAND DR,Sunnyvale Department of Public Safety
138000699,Theft,10/24/13 12:59,600 Block S FAIR OAKS AVE,Sunnyvale Department of Public Safety
13-06029,Theft,10/24/13 13:54,2500 Block SOLACE PL,Mountain View Police Department
131024-1077,Theft,10/24/13 15:00,700 Block VISTA GRANDE AV,Los Altos Police Department
138000712,Theft,10/24/13 15:43,200 Block S BAYVIEW AVE,Sunnyvale Department of Public Safety
130008430,Breaking & Entering,10/24/13 17:19,1300 Block CORDILLERAS AV,Sunnyvale Department of Public Safety
130010781,Theft,10/25/13 0:00,2500 Block AMETHYST DR,Santa Clara City Police Department
131025200,Theft,10/25/13 0:00,2500 Block AMETHYST DR,Santa Clara City Police Department
130010788,Theft,10/25/13 0:00,3100 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
131025251,Theft,10/25/13 0:00,3100 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
130010790,Theft,10/25/13 0:00,3100 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
131025257,Theft,10/25/13 0:00,3100 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
131025221,Theft,10/25/13 0:00,3500 Block EL CAMINO REAL,Santa Clara City Police Department
130010784,Theft,10/25/13 0:00,3500 Block EL CAMINO REAL,Santa Clara City Police Department
138000709,Theft,10/25/13 9:38,300 Block E MCKINLEY AVE,Sunnyvale Department of Public Safety
130008454,Theft,10/25/13 15:37,700 Block ALL AMERICA WY,Sunnyvale Department of Public Safety
131026148,Theft,10/26/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130010827,Theft,10/26/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130008463,Assault,10/26/13 2:05,100 Block S MURPHY AV,Sunnyvale Department of Public Safety
130008476,Theft,10/26/13 17:18,200 Block W WASHINGTON AV,Sunnyvale Department of Public Safety
130008479,Theft,10/26/13 17:40,1300 Block CORDILLERAS AV,Sunnyvale Department of Public Safety
130008483,Assault,10/26/13 22:55,S MURPHY AV & E WASHINGTON AV,Sunnyvale Department of Public Safety
130010858,Theft,10/27/13 0:00,1300 Block CASA CT,Santa Clara City Police Department
131027095,Theft,10/27/13 0:00,1300 Block CASA CT,Santa Clara City Police Department
130050768,Theft,10/27/13 0:00,3100 Block EL CAMINO REAL,Santa Clara City Police Department
130008491,Assault with Deadly Weapon,10/27/13 1:54,W WASHINGTON AV & S MURPHY AV,Sunnyvale Department of Public Safety
130008501,Theft,10/27/13 17:54,200 Block W WASHINGTON AV,Sunnyvale Department of Public Safety
130010893,Theft,10/28/13 0:00,CALABAZAS BLVD & EL CAMINO REAL,Santa Clara City Police Department
130010914,Theft,10/28/13 0:00,3200 Block CENTRAL EXP,Santa Clara City Police Department
131028208,Theft,10/28/13 0:00,3200 Block CENTRAL EXPY,Santa Clara City Police Department
130008511,Theft,10/28/13 1:30,500 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008519,Theft,10/28/13 11:43,500 Block FIR AV,Sunnyvale Department of Public Safety
130008521,Theft,10/28/13 12:54,600 Block KIFER RD,Sunnyvale Department of Public Safety
131028-1242,Theft,10/28/13 15:39,1300 Block SUNRISE CT,Los Altos Police Department
130008526,Breaking & Entering,10/28/13 15:52,900 Block AZURE ST,Sunnyvale Department of Public Safety
130008529,Assault,10/28/13 19:22,1200 Block ROUSSEAU DR,Sunnyvale Department of Public Safety
130008533,Theft from Vehicle,10/28/13 21:43,1300 Block ROSALIA AV,Sunnyvale Department of Public Safety
130008532,Theft from Vehicle,10/28/13 21:46,1300 Block ROSALIA AV,Sunnyvale Department of Public Safety
138000710,Theft,10/28/13 22:33,100 Block W EVELYN AVE,Sunnyvale Department of Public Safety
131029235,Theft,10/29/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130010939,Theft,10/29/13 0:00,2900 Block LAKESIDE DR,Santa Clara City Police Department
131029203,Theft,10/29/13 0:00,2900 Block LAKESIDE DR,Santa Clara City Police Department
131029218,Theft,10/29/13 0:00,3000 Block EL CAMINO REAL,Santa Clara City Police Department
130010925,Vehicle Recovery,10/29/13 0:00,FLORA VISTA AV & WARBURTON AV,Santa Clara City Police Department
130010942,Theft,10/29/13 0:00,3000 Block EL CAMINO REAL,Santa Clara City Police Department
131029222,Theft,10/29/13 0:00,3000 Block EL CAMINO REAL,Santa Clara City Police Department
130010943,Theft,10/29/13 0:00,3000 Block EL CAMINO REAL,Santa Clara City Police Department
130010926,Theft,10/29/13 0:00,2300 Block NOBILI AV,Santa Clara City Police Department
130010949,Theft,10/29/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
131029230,Theft,10/29/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130008536,Robbery,10/29/13 0:51,300 Block ROOSEVELT AV,Sunnyvale Department of Public Safety
130008545,Theft,10/29/13 8:33,500 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008603,Other Sexual Offense,10/29/13 8:40,700 Block ALL AMERICA WY,Sunnyvale Department of Public Safety
130008551,Theft,10/29/13 12:20,1200 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
130009022,Theft,10/29/13 12:20,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008570,Other Sexual Offense,10/29/13 16:46,200 Block S PASTORIA AV,Sunnyvale Department of Public Safety
130008581,Theft from Vehicle,10/29/13 19:37,1200 Block OAKMEAD PK,Sunnyvale Department of Public Safety
130008579,Theft from Vehicle,10/29/13 21:01,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008580,Theft from Vehicle,10/29/13 21:17,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008586,Theft from Vehicle,10/29/13 21:57,400 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008584,Theft from Vehicle,10/29/13 22:22,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
138000714,Theft,10/29/13 22:55,900 Block PONDEROSA AVE,Sunnyvale Department of Public Safety
13-06134,Theft,10/30/13 9:13,800 Block E EL CAMINO REAL,Mountain View Police Department
130008585,Theft from Vehicle,10/30/13 10:08,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008582,Theft from Vehicle,10/30/13 10:08,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008583,Theft from Vehicle,10/30/13 10:08,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008635,Assault,10/30/13 15:39,900 Block E DUANE AV,Sunnyvale Department of Public Safety
130008609,Theft from Vehicle,10/30/13 20:31,200 Block W WASHINGTON AV,Sunnyvale Department of Public Safety
130008608,Theft from Vehicle,10/30/13 20:48,800 Block W EL CAMINO REAL,Sunnyvale Department of Public Safety
130008611,Theft from Vehicle,10/30/13 21:26,1100 Block W EL CAMINO REAL,Sunnyvale Department of Public Safety
130008612,Theft from Vehicle,10/30/13 21:51,1000 Block W EL CAMINO REAL,Sunnyvale Department of Public Safety
130008625,Breaking & Entering,10/31/13 10:42,800 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
13-06174,Vehicle Recovery,10/31/13 15:57,200 Block E DANA ST,Mountain View Police Department
138000706,Theft,10/31/13 16:43,900 Block STEWART DR,Sunnyvale Department of Public Safety
130008640,Theft from Vehicle,10/31/13 18:38,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130008642,Theft from Vehicle,10/31/13 19:45,800 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
138000704,Theft,10/31/13 21:45,1100 Block TILTON,Sunnyvale Department of Public Safety
130008647,Theft,10/31/13 22:07,600 Block E EVELYN AV,Sunnyvale Department of Public Safety
13-06183,Theft of Vehicle,10/31/13 22:22,100 Block E EL CAMINO REAL,Mountain View Police Department
130008756,Theft,9/1/13 0:00,3200 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
130901144,Theft,9/1/13 0:00,3200 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
130008739,Theft,9/1/13 0:00,3500 Block GRANADA AV,Santa Clara City Police Department
130901169,Theft,9/1/13 0:00,3200 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
130008741,Theft,9/1/13 0:00,3500 Block WARBURTON AV,Santa Clara City Police Department
130008752,Breaking & Entering,9/1/13 0:00,3200 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
130901030,Breaking & Entering,9/1/13 0:00,3400 Block VICTORIA AV,Santa Clara City Police Department
130006983,Breaking & Entering,9/1/13 13:37,700 Block E EVELYN AV,Sunnyvale Department of Public Safety
130006984,Theft,9/1/13 14:23,1200 Block E ARQUES AV,Sunnyvale Department of Public Safety
130006985,Breaking & Entering,9/1/13 15:58,400 Block OFFENBACH PL,Sunnyvale Department of Public Safety
130006986,Breaking & Entering,9/1/13 16:27,700 Block E EVELYN AV,Sunnyvale Department of Public Safety
130006992,Assault,9/1/13 22:51,900 Block HENDERSON AV,Sunnyvale Department of Public Safety
130902055,Breaking & Entering,9/2/13 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
130902034,Assault,9/2/13 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
130008781,Other Sexual Offense,9/2/13 0:00,3700 Block MIRAMAR WAY,Santa Clara City Police Department
130008767,Assault,9/2/13 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
130007010,Theft,9/2/13 14:30,700 Block ALL AMERICA WY,Sunnyvale Department of Public Safety
13-04904,Theft,9/2/13 15:35,900 Block RINCON ST,Mountain View Police Department
130007013,Theft,9/2/13 15:38,700 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
130007015,Theft,9/2/13 16:42,100 Block W EVELYN AV,Sunnyvale Department of Public Safety
130007017,Theft from Vehicle,9/2/13 17:04,700 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
130007021,Assault,9/2/13 19:28,900 Block S WOLFE RD,Sunnyvale Department of Public Safety
130007023,Assault,9/2/13 19:39,100 Block S SUNNYVALE AV,Sunnyvale Department of Public Safety
138000622,Theft,9/2/13 20:26,1200 Block HENDERSON AVENUE,Sunnyvale Department of Public Safety
130903234,Theft,9/3/13 0:00,2900 Block LAKESIDE DR,Santa Clara City Police Department
130008828,Theft,9/3/13 0:00,2900 Block LAKESIDE DR,Santa Clara City Police Department
13-04912,Theft of Vehicle,9/3/13 3:51,100 Block MARGO CT,Mountain View Police Department
130007038,Theft,9/3/13 8:34,500 Block E MAUDE AV,Sunnyvale Department of Public Safety
130007039,Breaking & Entering,9/3/13 9:38,1000 Block AZALEA DR,Sunnyvale Department of Public Safety
13-04919,Theft,9/3/13 11:18,900 Block HIGH SCHOOL WAY,Mountain View Police Department
13-04922,Theft,9/3/13 12:53,3500 Block TRUMAN AV,Mountain View Police Department
130007059,Theft from Vehicle,9/3/13 16:50,700 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
130007058,Theft,9/3/13 16:53,700 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
130007057,Robbery,9/3/13 17:05,800 Block W EL CAMINO REAL,Sunnyvale Department of Public Safety
130007064,Breaking & Entering,9/3/13 18:39,500 Block IRONWOOD TE,Sunnyvale Department of Public Safety
130904220,Theft,9/4/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130008864,Assault,9/4/13 0:00,3500 Block EL CAMINO REAL,Santa Clara City Police Department
130008868,Theft,9/4/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130008848,Theft,9/4/13 0:00,3500 Block EL CAMINO REAL,Santa Clara City Police Department
130904002,Theft,9/4/13 0:00,3600 Block FLORA VISTA AV,Santa Clara City Police Department
130008830,Theft,9/4/13 0:00,3600 Block FLORA VISTA AV,Santa Clara City Police Department
130007075,Breaking & Entering,9/4/13 6:59,1300 Block LA BELLA AV,Sunnyvale Department of Public Safety
130904-0178,Breaking & Entering,9/4/13 11:53,700 Block ALTOS OAKS DR,Los Altos Police Department
13-04942,Theft,9/4/13 13:23,700 Block SYLVAN AV,Mountain View Police Department
138000604,Theft,9/4/13 17:50,300 Block W EL CAMINO REAL,Sunnyvale Department of Public Safety
130007089,Theft from Vehicle,9/4/13 18:59,100 Block E FREMONT AV,Sunnyvale Department of Public Safety
138000605,Theft from Vehicle,9/4/13 19:18,700 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
130007092,Theft from Vehicle,9/4/13 19:52,1200 Block E ARQUES AV,Sunnyvale Department of Public Safety
