133350005,Assault,500 Block RAMONA,Palo Alto Police Department,12/1/2013,0:19
133350014,Assault,200 Block UNIVERSITY AV,Palo Alto Police Department,12/1/2013,1:21
133350175,Assault with Deadly Weapon,400 Block LYTTON AV,Palo Alto Police Department,12/1/2013,22:17
133350180,Breaking & Entering,800 Block OREGON AV,Palo Alto Police Department,12/1/2013,23:00
133360090,Theft,100 Block FULTON,Palo Alto Police Department,12/2/2013,11:26
133360097,Assault,600 Block EMERSON,Palo Alto Police Department,12/2/2013,11:35
E13-337-07,Theft,900 Block TINSLEY STREET,East Palo Alto Police Department,12/2/2013,13:08
133360198,Theft,100 Block EL CAMINO REAL,Palo Alto Police Department,12/2/2013,19:28
133360210,Breaking & Entering,500 Block HIGH,Palo Alto Police Department,12/2/2013,21:17
133370145,Theft,100 Block EL CAMINO REAL,Palo Alto Police Department,12/3/2013,13:44
E13-337-12,Robbery,1700 Block BLOCK OF W BAYSHORE ROAD,East Palo Alto Police Department,12/3/2013,18:11
133370263,Breaking & Entering,2600 Block EL CAMINO REAL,Palo Alto Police Department,12/3/2013,20:21
133370276,Breaking & Entering,800 Block EL CAMINO REAL,Palo Alto Police Department,12/3/2013,20:54
133380018,Breaking & Entering,200 Block HIGH,Palo Alto Police Department,12/4/2013,6:18
133380067,Theft,100 Block EL CAMINO REAL,Palo Alto Police Department,12/4/2013,10:09
133380187,Theft,100 Block EL CAMINO REAL,Palo Alto Police Department,12/4/2013,16:29
133380227,Theft,100 Block EL CAMINO REAL AND FITCH V840 FITCH V840,Palo Alto Police Department,12/4/2013,19:54
133380257,Theft,1200 Block WILSON,Palo Alto Police Department,12/4/2013,23:08
133390024,Assault,1 Block UNIVERSITY AV,Palo Alto Police Department,12/5/2013,7:52
E13-339-09,Assault with Deadly Weapon,400 Block LARKSPUR DRIVE,East Palo Alto Police Department,12/5/2013,13:37
133390195,Theft,100 Block EL CAMINO REAL,Palo Alto Police Department,12/5/2013,17:57
133390220,Theft,100 Block EL CAMINO REAL,Palo Alto Police Department,12/5/2013,21:43
133390221,Breaking & Entering,300 Block HAMILTON AV,Palo Alto Police Department,12/5/2013,21:44
133400054,Breaking & Entering,2000 Block BARBARA DR,Palo Alto Police Department,12/6/2013,9:18
133400193,Breaking & Entering,500 Block WEBSTER,Palo Alto Police Department,12/6/2013,21:04
133400197,Breaking & Entering,500 Block WEBSTER,Palo Alto Police Department,12/6/2013,21:16
133410155,Assault,500 Block RAMONA,Palo Alto Police Department,12/7/2013,23:26
133420131,Breaking & Entering,2700 Block EMBARCADERO,Palo Alto Police Department,12/8/2013,15:36
133420211,Theft,100 Block EL CAMINO REAL,Palo Alto Police Department,12/8/2013,21:30
133430072,Theft,400 Block EMBARCADERO,Palo Alto Police Department,12/9/2013,9:27
133430129,Theft,3200 Block E BAYSHORE,Palo Alto Police Department,12/9/2013,11:57
133430164,Other Sexual Offense,300 Block PASTEUR DR,Palo Alto Police Department,12/9/2013,13:47
133430240,Theft,100 Block EL CAMINO REAL,Palo Alto Police Department,12/9/2013,18:45
133430255,Breaking & Entering,100 Block EL CAMINO REAL,Palo Alto Police Department,12/9/2013,19:35
133430275,Breaking & Entering,400 Block UNIVERSITY AV,Palo Alto Police Department,12/9/2013,21:10
133430303,Breaking & Entering,400 Block UNIVERSITY AV,Palo Alto Police Department,12/9/2013,22:33
133430317,Breaking & Entering,500 Block WEBSTER,Palo Alto Police Department,12/9/2013,23:34
133430319,Breaking & Entering,500 Block WEBSTER,Palo Alto Police Department,12/9/2013,23:46
133440055,Vehicle Recovery,CHANNING AV AND NEWELL NEWELL,Palo Alto Police Department,12/10/2013,9:04
133440062,Theft,3300 Block BRYANT,Palo Alto Police Department,12/10/2013,9:28
133440124,Theft,1100 Block EMBARCADERO,Palo Alto Police Department,12/10/2013,13:07
133440151,Vehicle Recovery,LYTTON AV AND HIGH HIGH,Palo Alto Police Department,12/10/2013,14:42
133440153,Theft,100 Block EL CAMINO REAL,Palo Alto Police Department,12/10/2013,14:45
133440154,Theft,500 Block RAMONA,Palo Alto Police Department,12/10/2013,14:49
133440161,Theft,500 Block RAMONA,Palo Alto Police Department,12/10/2013,15:16
133440178,Other Sexual Offense,900 Block BRYANT,Palo Alto Police Department,12/10/2013,15:58
133440255,Vehicle Recovery,1000 Block LOMA VERDE AV,Palo Alto Police Department,12/10/2013,21:51
133450163,Theft,300 Block COWPER,Palo Alto Police Department,12/11/2013,14:14
133450179,Breaking & Entering,300 Block PORTAGE AV,Palo Alto Police Department,12/11/2013,15:03
133450205,Other Sexual Offense,200 Block FOREST AV,Palo Alto Police Department,12/11/2013,16:00
133450207,Breaking & Entering,2500 Block EL CAMINO REAL,Palo Alto Police Department,12/11/2013,16:06
133450264,Breaking & Entering,500 Block WEBSTER,Palo Alto Police Department,12/11/2013,19:43
E13-346-05,Breaking & Entering,400 Block LARKSPUR DRIVE,East Palo Alto Police Department,12/12/2013,10:41
133460070,Theft,600 Block EL CAMINO REAL,Palo Alto Police Department,12/12/2013,11:15
133460170,Other Sexual Offense,200 Block FOREST AV,Palo Alto Police Department,12/12/2013,17:20
133480116,Theft,100 Block EL CAMINO REAL,Palo Alto Police Department,12/14/2013,15:00
133480144,Theft,100 Block EL CAMINO REAL,Palo Alto Police Department,12/14/2013,17:31
133480163,Theft,100 Block EL CAMINO REAL,Palo Alto Police Department,12/14/2013,19:03
133490020,Breaking & Entering,800 Block BOYCE AV,Palo Alto Police Department,12/15/2013,7:11
133490035,Breaking & Entering,1500 Block CHANNING AV,Palo Alto Police Department,12/15/2013,9:26
